OBJECTID,plz,ags,ort,landkreis,bundesland,einwohner,note,SHAPE_Length,SHAPE_Area
3394,71636,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,14870,71636 Ludwigsburg,18996.0256118433,14145580.5082454
3395,70192,08111000,Stuttgart,,Baden-Württemberg,7944,70192 Stuttgart,16394.9809238162,7501129.84710776
3396,63820,09676121,Elsenfeld,Landkreis Miltenberg,Bayern,8983,63820 Elsenfeld,54608.6023688156,68330531.7748529
3397,21726,03359024,Heinbockel,Landkreis Stade,Niedersachsen,5138,21726 Oldendorf,94356.7345638318,172704053.187973
3398,74376,08118018,Gemmrigheim,Landkreis Ludwigsburg,Baden-Württemberg,3904,74376 Gemmrigheim,24415.8971392226,18904725.2845014
3399,74379,08118077,Ingersheim,Landkreis Ludwigsburg,Baden-Württemberg,6039,74379 Ingersheim,29740.4283853963,26796191.0364286
3400,63773,09671121,Goldbach,Landkreis Aschaffenburg,Bayern,9852,63773 Goldbach,28269.8733418736,26529654.8377317
3401,78462,08335043,Konstanz,Landkreis Konstanz,Baden-Württemberg,17250,78462 Konstanz,10141.2950375472,4730930.733975
3402,27367,03357001,Ahausen,Landkreis Rotenburg (Wümme),Niedersachsen,14323,"27367 Sottrum, ReeÃŸum, BÃ¶tersen u.a.",157541.896485136,479261929.741107
3403,71691,08118078,Freiberg am Neckar,Landkreis Ludwigsburg,Baden-Württemberg,15552,71691 Freiberg am Neckar,33666.3539681227,30542621.0130255
3404,74321,08118079,Bietigheim-Bissingen,Landkreis Ludwigsburg,Baden-Württemberg,41471,74321 Bietigheim-Bissingen,4094.87453387178,587363.292766191
3405,21756,03352044,Osten,Landkreis Cuxhaven,Niedersachsen,1874,21756 Osten,51536.8193873665,136680453.848993
3406,70806,08118046,Kornwestheim,Landkreis Ludwigsburg,Baden-Württemberg,31023,70806 Kornwestheim,29893.9981783872,33639316.8725774
3407,21727,03359016,Estorf,Landkreis Stade,Niedersachsen,1441,21727 Estorf,45130.0008072909,83102653.4777052
3408,31855,03252001,Aerzen,Landkreis Hameln-Pyrmont,Niedersachsen,10969,31855 Aerzen,103146.100198433,278152382.71429
3409,31717,03257027,Nordsehl,Landkreis Schaumburg,Niedersachsen,777,31717 Nordsehl,21265.3578498675,15815242.457248
3410,63589,06435010,Gelnhausen,Main-Kinzig-Kreis,Hessen,9858,63589 Linsengericht,46286.104295652,72365535.1527866
3411,31840,03252007,Hessisch Oldendorf,Landkreis Hameln-Pyrmont,Niedersachsen,18535,31840 Hessisch Oldendorf,122445.061004774,319002434.353552
3412,70176,08111000,Stuttgart,,Baden-Württemberg,15739,70176 Stuttgart,7687.19118844541,2165705.07034934
3413,37696,05762024,Marienmünster,Kreis Höxter,Nordrhein-Westfalen,5380,37696 MarienmÃ¼nster,71932.623491877,168129275.766245
3414,74834,08225117,Elztal,Neckar-Odenwald-Kreis,Baden-Württemberg,5927,74834 Elztal,57210.9117788022,109890506.610526
3415,74254,08125079,Offenau,Landkreis Heilbronn,Baden-Württemberg,2657,74254 Offenau,18490.3383075557,13269342.4470263
3416,70178,08111000,Stuttgart,,Baden-Württemberg,10933,70178 Stuttgart,8353.2682032691,2450605.63408838
3417,25712,01051010,Brickeln,Kreis Dithmarschen,Schleswig-Holstein,8051,25712 Burg (Dithmarschen),71229.9406230497,188433397.318182
3418,63839,09676133,Kleinwallstadt,Landkreis Miltenberg,Bayern,5736,63839 Kleinwallstadt,34682.0990053577,37932123.9077195
3419,31556,03257038,Wölpinghausen,Landkreis Schaumburg,Niedersachsen,1654,31556 WÃ¶lpinghausen,45622.5800048817,49440437.5860053
3420,21755,03352020,Hechthausen,Landkreis Cuxhaven,Niedersachsen,3504,21755 Hechthausen,51349.821401497,87173221.626675
3421,70174,08111000,Stuttgart,,Baden-Württemberg,5314,70174 Stuttgart,9914.40769518181,2910486.27917648
3422,63826,09671119,Geiselbach,Landkreis Aschaffenburg,Bayern,2129,63826 Geiselbach,31083.292600257,30301085.0929248
3423,74172,08125065,Neckarsulm,Landkreis Heilbronn,Baden-Württemberg,25559,74172 Neckarsulm,65641.381746743,58426951.2409761
3424,70794,08116077,Filderstadt,Landkreis Esslingen,Baden-Württemberg,43869,70794 Filderstadt,50504.0851994163,84080871.2000321
3425,27283,03361012,Verden (Aller),Landkreis Verden,Niedersachsen,26656,27283 Verden,96342.1341762277,197272768.433181
3426,25791,01051005,Barkenholm,Kreis Dithmarschen,Schleswig-Holstein,1056,"25791 Linden, Barkenholm",37155.9982500262,48889333.8686742
3427,72818,08415073,Trochtelfingen,Landkreis Reutlingen,Baden-Württemberg,6355,72818 Trochtelfingen,90829.5453227223,178877799.845503
3428,74388,08125094,Talheim,Landkreis Heilbronn,Baden-Württemberg,4830,74388 Talheim,33439.1773780499,27036933.7758627
3429,27324,03256007,Eystrup,Landkreis Nienburg/Weser,Niedersachsen,6346,"27324 Eystrup, Hassel u.a.",81517.5615336595,161957561.960181
3430,31582,03256022,Nienburg/Weser,Landkreis Nienburg/Weser,Niedersachsen,30902,31582 Nienburg/Weser,80065.7163605413,177766875.437654
3431,72768,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,14100,72768 Reutlingen,32134.6422488603,32703102.3541726
3432,72657,08116006,Altenriet,Landkreis Esslingen,Baden-Württemberg,1904,72657 Altenriet,5281.84789318069,692398.434475722
3433,70180,08111000,Stuttgart,,Baden-Württemberg,15149,70180 Stuttgart,9538.82303707067,3115737.5130162
3434,74382,08125066,Neckarwestheim,Landkreis Heilbronn,Baden-Württemberg,3435,74382 Neckarwestheim,33908.7795991862,32618169.7558066
3435,21732,03359030,Krummendeich,Landkreis Stade,Niedersachsen,497,21732 Krummendeich,39840.7433477504,88941179.0736863
3436,70599,08111000,Stuttgart,,Baden-Württemberg,19589,70599 Stuttgart,33755.8706882656,39238312.5760958
3437,70173,08111000,Stuttgart,,Baden-Württemberg,1166,70173 Stuttgart,11892.1612053912,3417320.24369044
3438,72793,08415059,Pfullingen,Landkreis Reutlingen,Baden-Württemberg,17665,72793 Pfullingen,44864.13147365,65563494.1423056
3439,88630,08437088,Pfullendorf,Landkreis Sigmaringen,Baden-Württemberg,12966,88630 Pfullendorf,122661.427569809,201443934.060069
3440,74394,08118028,Hessigheim,Landkreis Ludwigsburg,Baden-Württemberg,2296,74394 Hessigheim,18081.2318283885,11692005.3449292
3441,25872,01054099,Ostenfeld (Husum),Kreis Nordfriesland,Schleswig-Holstein,2347,25872 Ostenfeld,56046.7091292395,140421893.615224
3442,70191,08111000,Stuttgart,,Baden-Württemberg,15290,70191 Stuttgart,15996.1184134351,8498399.65428849
3443,72762,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,23067,72762 Reutlingen,34638.6271023413,20664784.4674178
3444,74257,08125096,Untereisesheim,Landkreis Heilbronn,Baden-Württemberg,4071,74257 Untereisesheim,17521.7217554117,8599997.49447465
3445,78464,08335043,Konstanz,Landkreis Konstanz,Baden-Württemberg,19406,78464 Konstanz,22293.7452633383,18220460.1000872
3446,25879,01059188,Stapel,Kreis Schleswig-Flensburg,Schleswig-Holstein,1845,25879 Stapel,64233.8733570969,96612287.2877002
3447,34599,06634016,Neuental,Schwalm-Eder-Kreis,Hessen,3264,34599 Neuental,71496.3956862153,97295649.1259758
3448,72519,08437114,Veringenstadt,Landkreis Sigmaringen,Baden-Württemberg,2255,72519 Veringenstadt,42773.1349755393,70249042.6784144
3449,36304,06535001,Alsfeld,Vogelsbergkreis,Hessen,16412,36304 Alsfeld,138739.281830295,319333139.104948
3450,63768,09671130,Hösbach,Landkreis Aschaffenburg,Bayern,13279,63768 HÃ¶sbach,55100.2134670858,74060525.0636066
3451,70184,08111000,Stuttgart,,Baden-Württemberg,10041,70184 Stuttgart,21703.6077787965,9972346.80430416
3452,31812,03252003,Bad Pyrmont,Landkreis Hameln-Pyrmont,Niedersachsen,19120,31812 Bad Pyrmont,85811.6876900548,162235378.308982
3453,72505,08437065,Krauchenwies,Landkreis Sigmaringen,Baden-Württemberg,5017,72505 Krauchenwies,61209.1179218567,100680964.073799
3454,70437,08111000,Stuttgart,,Baden-Württemberg,21160,70437 Stuttgart,21022.294086461,13094581.5422052
3455,63829,09671138,Krombach,Landkreis Aschaffenburg,Bayern,2205,63829 Krombach,28005.5422283955,25840323.7912766
3456,74177,08125005,Bad Friedrichshall,Landkreis Heilbronn,Baden-Württemberg,18091,74177 Bad Friedrichshall,53077.634928255,57906079.3822496
3457,70182,08111000,Stuttgart,,Baden-Württemberg,8656,70182 Stuttgart,8180.72486065148,1386113.84915818
3458,74842,08225009,Billigheim,Neckar-Odenwald-Kreis,Baden-Württemberg,5746,74842 Billigheim,53411.4415913681,114973057.352043
3459,70629,08111000,Stuttgart,,Baden-Württemberg,8,70629 Stuttgart/Leinfelden-Echterdingen,14830.9668746305,7849784.69850532
3460,70376,08111000,Stuttgart,,Baden-Württemberg,25718,70376 Stuttgart,22869.7862738629,16268192.7560955
3461,63920,09676125,Großheubach,Landkreis Miltenberg,Bayern,5084,63920 GroÃŸheubach,36094.2082300356,45359286.6370874
3462,72667,08116063,Schlaitdorf,Landkreis Esslingen,Baden-Württemberg,1800,72667 Schlaitdorf,28422.1502551811,16698754.1626709
3463,27313,03361003,Dörverden,Landkreis Verden,Niedersachsen,9130,27313 DÃ¶rverden,122563.085835276,228469983.032396
3464,63808,09671124,Haibach,Landkreis Aschaffenburg,Bayern,8437,63808 Haibach,29852.0036157093,17777268.0689063
3465,31623,03256005,Drakenburg,Landkreis Nienburg/Weser,Niedersachsen,1746,31623 Drakenburg,38855.3528753271,31159811.5251542
3466,71638,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,19523,71638 Ludwigsburg,22063.0373656241,11551267.2969874
3467,72501,08437031,Gammertingen,Landkreis Sigmaringen,Baden-Württemberg,6318,72501 Gammertingen,65922.1689940413,119404074.022037
3468,25887,01054156,Winnert,Kreis Nordfriesland,Schleswig-Holstein,722,25887 Winnert,34335.1264137699,55791417.2678635
3469,25782,01051035,Gaushorn,Kreis Dithmarschen,Schleswig-Holstein,4554,25782 Tellingstedt,79440.7211706604,219167277.554057
3470,74385,08118063,Pleidelsheim,Landkreis Ludwigsburg,Baden-Württemberg,6227,74385 Pleidelsheim,20699.3826275135,20544819.1924915
3471,74354,08118007,Besigheim,Landkreis Ludwigsburg,Baden-Württemberg,11743,74354 Besigheim,18200.8040422629,14134991.4268801
3472,31632,03256016,Husum,Landkreis Nienburg/Weser,Niedersachsen,2356,31632 Husum,55098.8897728779,105725079.557279
3473,32676,05766052,Lügde,Kreis Lippe,Nordrhein-Westfalen,10240,32676 LÃ¼gde,92417.4744365777,232534648.28041
3474,72760,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,19455,72760 Reutlingen,19109.216222928,12887593.1435447
3475,34560,06634005,Fritzlar,Schwalm-Eder-Kreis,Hessen,14512,34560 Fritzlar,96032.4828233521,225444572.056584
3476,78465,08335043,Konstanz,Landkreis Konstanz,Baden-Württemberg,10033,78465 Konstanz,4689.10624380782,986156.673051388
3477,63849,09676136,Leidersbach,Landkreis Miltenberg,Bayern,4883,63849 Leidersbach,44719.6701419139,59036567.7922312
3478,70190,08111000,Stuttgart,,Baden-Württemberg,16710,70190 Stuttgart,12879.2089706853,4802901.98648505
3479,74223,08125030,Flein,Landkreis Heilbronn,Baden-Württemberg,6454,74223 Flein,23026.4983188067,19796560.3238876
3480,25767,01051001,Albersdorf,Kreis Dithmarschen,Schleswig-Holstein,6198,25767 Albersdorf,110402.386281893,274285037.829467
3481,70188,08111000,Stuttgart,,Baden-Württemberg,15655,70188 Stuttgart,15875.9238878175,5130918.66486004
3482,31714,03257019,Lauenhagen,Landkreis Schaumburg,Niedersachsen,1384,31714 Lauenhagen,24681.801361656,26364736.6954949
3483,70619,08111000,Stuttgart,,Baden-Württemberg,24403,70619 Stuttgart,23180.599551536,17300486.830518
3484,72513,08437047,Hettingen,Landkreis Sigmaringen,Baden-Württemberg,1833,72513 Hettingen,51649.1947285985,103620720.907624
3485,74395,08118053,Mundelsheim,Landkreis Ludwigsburg,Baden-Württemberg,3208,74395 Mundelsheim,29549.3262395927,23239789.8659966
3486,25850,01054011,Behrendorf,Kreis Nordfriesland,Schleswig-Holstein,780,"25850 Behrendorf, Bondelum",39054.6034271496,72752769.6952146
3487,71642,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,17680,71642 Ludwigsburg,47030.733153641,47193363.7945259
3488,63607,06435029,Wächtersbach,Main-Kinzig-Kreis,Hessen,12293,63607 WÃ¤chtersbach,84639.7398566596,124427139.119282
3489,34582,06634001,Borken,Schwalm-Eder-Kreis,Hessen,12866,34582 Borken,91972.2516559287,207860051.183904
3490,63840,09676128,Hausen,Landkreis Miltenberg,Bayern,1883,63840 Hausen,23391.1767840617,19365820.0311177
3491,70186,08111000,Stuttgart,,Baden-Württemberg,12688,70186 Stuttgart,13895.4948604433,6685827.85070367
3492,31626,03256011,Haßbergen,Landkreis Nienburg/Weser,Niedersachsen,1611,31626 HaÃŸbergen,38333.206600628,43200284.3166386
3493,71640,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,16001,71640 Ludwigsburg,16673.3197662803,11079660.005806
3494,72657,08116006,Altenriet,Landkreis Esslingen,Baden-Württemberg,1904,72657 Altenriet,14765.1863370181,6965900.70480915
3495,25572,01061002,Aebtissinwisch,Kreis Steinburg,Schleswig-Holstein,1779,25572 Sankt Margarethen,74611.6335836366,137859404.896939
3496,63825,09671113,Blankenbach,Landkreis Aschaffenburg,Bayern,8668,"63825 SchÃ¶llkrippen, Blankenbach",104203.677540467,138932573.33848
3497,74072,08121000,Heilbronn,,Baden-Württemberg,16080,74072 Heilbronn,13919.3255979095,6276261.98049429
3498,25788,01051020,Delve,Kreis Dithmarschen,Schleswig-Holstein,1081,25788 Delve,50408.805309954,80502636.4981795
3499,74076,08121000,Heilbronn,,Baden-Württemberg,16447,74076 Heilbronn,33099.4747120739,31009198.5870675
3500,31627,03256027,Rohrsen,Landkreis Nienburg/Weser,Niedersachsen,1053,31627 Rohrsen,26177.5778315633,14209501.6978186
3501,74074,08121000,Heilbronn,,Baden-Württemberg,21676,74074 Heilbronn,36798.7702702622,36711269.8322015
3502,70378,08111000,Stuttgart,,Baden-Württemberg,22061,70378 Stuttgart,29251.2601277888,21199452.5852486
3503,74360,08125046,Ilsfeld,Landkreis Heilbronn,Baden-Württemberg,8668,74360 Ilsfeld,54099.710971798,61605941.938694
3504,72764,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,14588,72764 Reutlingen,25288.3039806761,6168389.85207798
3505,63933,09676141,Mönchberg,Landkreis Miltenberg,Bayern,2558,63933 MÃ¶nchberg,44378.9259894857,58073139.5729148
3506,34289,06633029,Zierenberg,Landkreis Kassel,Hessen,6607,34289 Zierenberg,92344.3254707645,185396126.698162
3507,70329,08111000,Stuttgart,,Baden-Württemberg,17353,70329 Stuttgart,52292.6500868548,27530881.2645205
3508,88690,08435066,Uhldingen-Mühlhofen,Bodenseekreis,Baden-Württemberg,7809,88690 Uhldingen-MÃ¼hlhofen,36632.2456237444,34518672.3864705
3509,31553,03257004,Auhagen,Landkreis Schaumburg,Niedersachsen,3288,"31553 Auhagen, Sachsenhagen",48592.3787371288,74520841.1650878
3510,24992,01059128,Janneby,Kreis Schleswig-Flensburg,Schleswig-Holstein,1250,24992 JÃ¶rl,46789.7290666584,102285945.387355
3511,34308,06633006,Bad Emstal,Landkreis Kassel,Hessen,5960,34308 Bad Emstal,70732.0461508908,98856523.7575334
3512,72654,08116042,Neckartenzlingen,Landkreis Esslingen,Baden-Württemberg,6206,72654 Neckartenzlingen,27661.3282813096,20487376.9367954
3513,21712,03359019,Großenwörden,Landkreis Stade,Niedersachsen,467,21712 GroÃŸenwÃ¶rden,46632.2238335905,33943126.1882183
3514,72764,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,14588,72764 Reutlingen,1948.19836164042,91505.7416945621
3515,70372,08111000,Stuttgart,,Baden-Württemberg,20128,70372 Stuttgart,15217.9985723976,10137371.2323142
3516,73760,08116080,Ostfildern,Landkreis Esslingen,Baden-Württemberg,35951,73760 Ostfildern,40972.2489167907,52351646.9594776
3517,72766,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,17479,72766 Reutlingen,50043.8900071302,43132727.5410405
3518,63934,09676151,Röllbach,Landkreis Miltenberg,Bayern,1724,63934 RÃ¶llbach,35770.9510246505,29709845.4966196
3519,72762,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,23067,72762 Reutlingen,1649.83225643804,43784.4725451503
3520,88699,08435015,Frickingen,Bodenseekreis,Baden-Württemberg,2882,88699 Frickingen,46573.2210425315,58591986.2779302
3521,71711,08118049,Marbach am Neckar,Landkreis Ludwigsburg,Baden-Württemberg,18109,"71711 Steinheim, Murr",56370.2819312478,72758300.4956919
3522,21709,03359009,Burweg,Landkreis Stade,Niedersachsen,6932,21709 Himmelpforten,77849.2572412186,126272184.911786
3523,34396,06633016,Liebenau,Landkreis Kassel,Hessen,3345,34396 Liebenau (Hessen),81578.904246861,125905577.323336
3524,72805,08415092,Lichtenstein,Landkreis Reutlingen,Baden-Württemberg,8890,72805 Lichtenstein,48069.7200318714,77640094.1517017
3525,88662,08435059,Überlingen,Bodenseekreis,Baden-Württemberg,21526,88662 Ãœberlingen,5870.71559097109,1360280.21932022
3526,71726,08118006,Benningen am Neckar,Landkreis Ludwigsburg,Baden-Württemberg,5869,71726 Benningen am Neckar,15649.0182632007,11264838.602497
3527,63856,09671112,Bessenbach,Landkreis Aschaffenburg,Bayern,5844,63856 Bessenbach,56073.6076316174,72136624.9639794
3528,72766,08415061,Reutlingen,Landkreis Reutlingen,Baden-Württemberg,17479,72766 Reutlingen,2895.91026037134,109847.815366887
3529,72511,08437008,Bingen,Landkreis Sigmaringen,Baden-Württemberg,2773,72511 Bingen,56035.7319895933,82889151.0280579
3530,88682,08435052,Salem,Bodenseekreis,Baden-Württemberg,10896,88682 Salem,78751.1586069208,138788920.806276
3531,70327,08111000,Stuttgart,,Baden-Württemberg,24947,70327 Stuttgart,31058.3219804213,23276200.2775698
3532,70374,08111000,Stuttgart,,Baden-Württemberg,24823,70374 Stuttgart,21624.8996612509,12258861.4936865
3533,71672,08118048,Ludwigsburg,Landkreis Ludwigsburg,Baden-Württemberg,15253,71672 Marbach am Neckar,30555.9396298359,20959045.7962254
3534,71686,08118081,Remseck am Neckar,Landkreis Ludwigsburg,Baden-Württemberg,23086,71686 Remseck am Neckar,46222.4265293149,52655835.2130435
3535,74722,08225014,Buchen (Odenwald),Neckar-Odenwald-Kreis,Baden-Württemberg,17773,74722 Buchen,115604.865772205,329178444.668381
3536,27449,03359031,Kutenholz,Landkreis Stade,Niedersachsen,4776,27449 Kutenholz,79682.731323001,191373859.817114
3537,21706,03359013,Drochtersen,Landkreis Stade,Niedersachsen,11424,21706 Drochtersen,97948.9618062888,298077761.075084
3538,31702,03257021,Lüdersfeld,Landkreis Schaumburg,Niedersachsen,1044,31702 LÃ¼dersfeld,33973.5762808665,34504464.4132992
3539,74229,08125078,Oedheim,Landkreis Heilbronn,Baden-Württemberg,5910,74229 Oedheim,43080.5991335274,49787458.3674015
3540,74861,08125068,Neudenau,Landkreis Heilbronn,Baden-Württemberg,5075,74861 Neudenau,53476.7984977251,77427359.7344684
3541,63863,09676123,Eschau,Landkreis Miltenberg,Bayern,3837,63863 Eschau,52439.6565092206,91435743.3251209
3542,63877,09671150,Sailauf,Landkreis Aschaffenburg,Bayern,3560,63877 Sailauf,46063.9622242564,52155131.2440698
3543,34637,06634021,Schrecksbach,Schwalm-Eder-Kreis,Hessen,3252,34637 Schrecksbach,58632.035158442,91562041.2730778
3544,72517,08437105,Sigmaringendorf,Landkreis Sigmaringen,Baden-Württemberg,3626,72517 Sigmaringendorf,24990.582894618,26934343.055138
3545,72800,08415019,Eningen unter Achalm,Landkreis Reutlingen,Baden-Württemberg,10545,72800 Eningen,40375.6465366259,46178126.3137386
3546,63936,09676156,Schneeberg,Landkreis Miltenberg,Bayern,1798,63936 Schneeberg,48459.2069039233,38955460.1697077
3547,36369,06535012,Lautertal,Vogelsbergkreis,Hessen,2479,36369 Lautertal,67743.0565030426,130496789.950242
3548,34289,06633029,Zierenberg,Landkreis Kassel,Hessen,6607,34289 Zierenberg,40675.1529319952,35899888.597646
3549,74850,08225115,Schefflenz,Neckar-Odenwald-Kreis,Baden-Württemberg,4028,74850 Schefflenz,44727.9555094282,87267468.9932341
3550,25721,01051026,Eggstedt,Kreis Dithmarschen,Schleswig-Holstein,780,25721 Eggstedt,25718.8289563465,36463941.0299373
3551,36318,06535017,Schwalmtal,Vogelsbergkreis,Hessen,2921,36318 Schwalmtal,67622.2464476442,135121282.987261
3552,74235,08125027,Erlenbach,Landkreis Heilbronn,Baden-Württemberg,4905,74235 Erlenbach,28871.7852706568,28646568.8823656
3553,72666,08116041,Neckartailfingen,Landkreis Esslingen,Baden-Württemberg,3734,72666 Neckartailfingen,26994.1150352712,18812283.1691124
3554,71723,08118021,Großbottwar,Landkreis Ludwigsburg,Baden-Württemberg,8058,71723 GroÃŸbottwar,45237.1861741549,59643029.9946247
3555,21729,03359018,Freiburg (Elbe),Landkreis Stade,Niedersachsen,1895,21729 Freiburg (Elbe),36421.9819974875,75383513.8636505
3556,88709,08435018,Hagnau am Bodensee,Bodenseekreis,Baden-Württemberg,6819,88709 Meersburg,42742.2408049157,26611605.8929066
3557,88633,08435020,Heiligenberg,Bodenseekreis,Baden-Württemberg,2932,88633 Heiligenberg,70237.923611797,90432894.9483703
3558,70736,08119020,Fellbach,Rems-Murr-Kreis,Baden-Württemberg,25793,70736 Fellbach,28326.5643051103,37770171.9036881
3559,37688,05762008,Beverungen,Kreis Höxter,Nordrhein-Westfalen,13873,37688 Beverungen,105496.416953457,254355570.027301
3560,72555,08415050,Metzingen,Landkreis Reutlingen,Baden-Württemberg,20815,72555 Metzingen,55915.7960834279,78760637.2193433
3561,31535,03241012,Neustadt am Rübenberge,Region Hannover,Niedersachsen,43634,31535 Neustadt am RÃ¼benberge,232879.292425647,967920977.299528
3562,63636,06435005,Brachttal,Main-Kinzig-Kreis,Hessen,5208,63636 Brachttal,50302.8333781993,75289970.0627249
3563,72585,08415062,Riederich,Landkreis Reutlingen,Baden-Württemberg,4185,72585 Riederich,22295.5733510618,10577928.4655379
3564,72829,08415089,Engstingen,Landkreis Reutlingen,Baden-Württemberg,5228,72829 Engstingen,41846.8392652745,71475431.4003557
3565,36358,06535008,Herbstein,Vogelsbergkreis,Hessen,4870,36358 Herbstein,87954.0278580126,200475025.702647
3566,63599,06435003,Biebergemünd,Main-Kinzig-Kreis,Hessen,8380,63599 BiebergemÃ¼nd,79170.1255280427,191494329.820332
3567,31552,03257002,Apelern,Landkreis Schaumburg,Niedersachsen,8877,"31552 Apelern, Rodenberg",72989.6819819255,107659568.766897
3568,74199,08125098,Untergruppenbach,Landkreis Heilbronn,Baden-Württemberg,7896,74199 Untergruppenbach,53742.8633658044,63492385.7608776
3569,73765,08116047,Neuhausen auf den Fildern,Landkreis Esslingen,Baden-Württemberg,11177,73765 Neuhausen auf den Fildern,32969.7130274339,28508633.81412
3570,63872,09671127,Heimbuchenthal,Landkreis Aschaffenburg,Bayern,2174,63872 Heimbuchenthal,38173.9170683242,41148983.6947832
3571,24983,01059183,Handewitt,Kreis Schleswig-Flensburg,Schleswig-Holstein,6387,24983 Handewitt,72277.0813371243,192861921.548299
3572,63916,09676112,Amorbach,Landkreis Miltenberg,Bayern,4002,63916 Amorbach,23041.2108085187,18578283.1937517
3573,36355,06535007,Grebenhain,Vogelsbergkreis,Hessen,4834,36355 Grebenhain,93872.6475025839,227515049.012888
3574,31622,03256012,Heemsen,Landkreis Nienburg/Weser,Niedersachsen,1774,31622 Heemsen,73565.7500778505,121657802.830829
3575,63846,09671139,Laufach,Landkreis Aschaffenburg,Bayern,5215,63846 Laufach,52234.4394898938,100515247.818472
3576,70734,08119020,Fellbach,Rems-Murr-Kreis,Baden-Württemberg,17828,70734 Fellbach,34436.1049607021,26034258.9627257
3577,25725,01058025,Bornholt,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,1390,"25725 Schafstedt, Weidenhof, Bornholt",43898.5049753112,64220142.3547032
3578,63828,09671135,Kleinkahl,Landkreis Aschaffenburg,Bayern,1836,63828 Kleinkahl,50545.1166279298,28707125.826946
3579,37671,05762020,Höxter,Kreis Höxter,Nordrhein-Westfalen,30209,37671 HÃ¶xter,135988.306164612,412656643.987425
3580,34621,06634004,Frielendorf,Schwalm-Eder-Kreis,Hessen,7638,34621 Frielendorf,99847.7313043449,216021679.711169
3581,72658,08116008,Bempflingen,Landkreis Esslingen,Baden-Württemberg,3388,72658 Bempflingen,23850.9780077755,14382068.1608208
3582,34270,06633023,Schauenburg,Landkreis Kassel,Hessen,10027,34270 Schauenburg,59280.5726172981,78876899.4706174
3583,24852,01059107,Eggebek,Kreis Schleswig-Flensburg,Schleswig-Holstein,4057,"24852 Eggebek, Langstedt, Sollerup, SÃ¼derhackstedt",81031.8226270158,156888318.14955
3584,25794,01051023,Dörpling,Kreis Dithmarschen,Schleswig-Holstein,1995,25794 Pahlen,60226.6340538206,91270425.6818212
3585,63633,06435004,Birstein,Main-Kinzig-Kreis,Hessen,6322,63633 Birstein,87475.2907094531,212811247.500568
3586,88718,08435010,Daisendorf,Bodenseekreis,Baden-Württemberg,1545,88718 Daisendorf,11955.4349638761,5404742.48908644
3587,74189,08125102,Weinsberg,Landkreis Heilbronn,Baden-Württemberg,11163,74189 Weinsberg,60193.6928627569,52876690.9488812
3588,31700,03257015,Heuerßen,Landkreis Schaumburg,Niedersachsen,984,31700 HeuerÃŸen,18577.8013989865,11263628.7033815
3589,74743,08225091,Seckach,Neckar-Odenwald-Kreis,Baden-Württemberg,4200,74743 Seckach,50278.7286294373,65774639.9048561
3590,73733,08116019,Esslingen am Neckar,Landkreis Esslingen,Baden-Württemberg,15204,73733 Esslingen am Neckar,31407.086214369,19641903.8822082
3591,24861,01059005,Bergenhusen,Kreis Schleswig-Flensburg,Schleswig-Holstein,742,24861 Bergenhusen,49810.3262658103,55331264.8893143
3592,24899,01059096,Wohlde,Kreis Schleswig-Flensburg,Schleswig-Holstein,554,24899 Wohlde,35370.6019040547,44137673.7427141
3593,24997,01059174,Wanderup,Kreis Schleswig-Flensburg,Schleswig-Holstein,2186,24997 Wanderup,43493.0616744619,84198906.6219494
3594,72655,08116005,Altdorf,Landkreis Esslingen,Baden-Württemberg,1477,72655 Altdorf,15179.3509302651,7502097.12635386
3595,63927,09676116,Bürgstadt,Landkreis Miltenberg,Bayern,4326,63927 BÃ¼rgstadt,33382.3493650696,41639399.6644792
3596,24803,01059024,Erfde,Kreis Schleswig-Flensburg,Schleswig-Holstein,2301,24803 Erfde,63276.206180764,138196978.798441
3597,74731,09676119,Eichenbühl,Landkreis Miltenberg,Bayern,11320,74731 WalldÃ¼rn,111476.394502996,253367823.177738
3598,31638,03256031,Stöckse,Landkreis Nienburg/Weser,Niedersachsen,1338,31638 StÃ¶ckse,55688.373602807,104746599.724673
3599,31787,03252006,Hameln,Landkreis Hameln-Pyrmont,Niedersachsen,17407,31787 Hameln,83406.3695930676,146482826.457066
3600,88515,08426067,Langenenslingen,Landkreis Biberach,Baden-Württemberg,3476,88515 Langenenslingen,90069.3397921597,198346584.853097
3601,88512,08437076,Mengen,Landkreis Sigmaringen,Baden-Württemberg,9881,88512 Mengen,81121.4108740087,110626125.0309
